"ID";"Titre";"Entité";"Catégorie";"Statut";"Dernière modification";"Date d'ouverture";"Priorité";"Demandeur - Demandeur";"TTR";
"19 436";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:40";"02-01-2025 12:40";"Moyenne";"centre-appel@ladom.fr";"";
"19 435";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"02-01-2025 12:38";"02-01-2025 12:38";"Moyenne";"centre-appel@ladom.fr";"";
"19 434";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:36";"02-01-2025 12:36";"Moyenne";"centre-appel@ladom.fr";"";
"19 433";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:35";"02-01-2025 12:35";"Moyenne";"centre-appel@ladom.fr";"";
"19 432";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:33";"02-01-2025 12:33";"Moyenne";"centre-appel@ladom.fr";"";
"19 431";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:26";"02-01-2025 12:26";"Moyenne";"centre-appel@ladom.fr";"";
"19 430";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:24";"02-01-2025 12:24";"Moyenne";"centre-appel@ladom.fr";"";
"19 428";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"02-01-2025 12:23";"02-01-2025 12:23";"Moyenne";"centre-appel@ladom.fr";"";
"19 427";"[Saint-Denis] - Prise de Poste (PDP)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:18";"02-01-2025 12:18";"Moyenne";"centre-appel@ladom.fr";"";
"19 426";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:17";"02-01-2025 12:17";"Moyenne";"centre-appel@ladom.fr";"";
"19 425";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:15";"02-01-2025 12:15";"Moyenne";"centre-appel@ladom.fr";"";
"19 424";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:12";"02-01-2025 12:12";"Moyenne";"centre-appel@ladom.fr";"";
"19 423";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:12";"02-01-2025 12:12";"Moyenne";"centre-appel@ladom.fr";"";
"19 422";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:08";"02-01-2025 12:08";"Moyenne";"centre-appel@ladom.fr";"";
"19 421";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:08";"02-01-2025 12:08";"Moyenne";"centre-appel@ladom.fr";"";
"19 420";"[Saint-Denis] - Funéraire Transport Corps (FTC)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:08";"02-01-2025 12:08";"Moyenne";"centre-appel@ladom.fr";"";
"19 419";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:07";"02-01-2025 12:07";"Moyenne";"centre-appel@ladom.fr";"";
"19 418";"[Saint-Denis] - Passeport Mobilité Etudes (PME)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:07";"02-01-2025 12:07";"Moyenne";"centre-appel@ladom.fr";"";
"19 417";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"02-01-2025 12:04";"02-01-2025 12:04";"Moyenne";"centre-appel@ladom.fr";"";
"19 416";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 12:04";"02-01-2025 12:04";"Moyenne";"centre-appel@ladom.fr";"";
"19 386";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"02-01-2025 12:00";"02-01-2025 12:00";"Moyenne";"centre-appel@ladom.fr";"";
"19 385";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:59";"02-01-2025 11:59";"Moyenne";"centre-appel@ladom.fr";"";
"19 384";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:58";"02-01-2025 11:58";"Moyenne";"centre-appel@ladom.fr";"";
"19 383";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:49";"02-01-2025 11:49";"Moyenne";"centre-appel@ladom.fr";"";
"19 382";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:42";"02-01-2025 11:42";"Moyenne";"centre-appel@ladom.fr";"";
"19 381";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"02-01-2025 11:39";"02-01-2025 11:39";"Moyenne";"centre-appel@ladom.fr";"";
"19 380";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:38";"02-01-2025 11:38";"Moyenne";"centre-appel@ladom.fr";"";
"19 378";"[Saint-Denis] - Passeport Mobilité Formation Professionnelle (PMFP)";"Root entity";"Suivi de dossier";"Clos";"02-01-2025 11:34";"02-01-2025 11:34";"Moyenne";"centre-appel@ladom.fr";"";
"19 377";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:33";"02-01-2025 11:33";"Moyenne";"centre-appel@ladom.fr";"";
"19 376";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:31";"02-01-2025 11:31";"Moyenne";"centre-appel@ladom.fr";"";
"19 375";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:26";"02-01-2025 11:26";"Moyenne";"centre-appel@ladom.fr";"";
"19 374";"[Saint-Denis] - Passeport Mobilité Etudes (PME)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:23";"02-01-2025 11:23";"Moyenne";"centre-appel@ladom.fr";"";
"19 373";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"02-01-2025 11:23";"02-01-2025 11:23";"Moyenne";"centre-appel@ladom.fr";"";
"19 372";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:22";"02-01-2025 11:22";"Moyenne";"centre-appel@ladom.fr";"";
"19 371";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:20";"02-01-2025 11:20";"Moyenne";"centre-appel@ladom.fr";"";
"19 370";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:20";"02-01-2025 11:20";"Moyenne";"centre-appel@ladom.fr";"";
"19 369";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:14";"02-01-2025 11:14";"Moyenne";"centre-appel@ladom.fr";"";
"19 368";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:13";"02-01-2025 11:13";"Moyenne";"centre-appel@ladom.fr";"";
"19 367";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:12";"02-01-2025 11:12";"Moyenne";"centre-appel@ladom.fr";"";
"19 366";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:11";"02-01-2025 11:11";"Moyenne";"centre-appel@ladom.fr";"";
"19 365";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:10";"02-01-2025 11:10";"Moyenne";"centre-appel@ladom.fr";"";
"19 364";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:09";"02-01-2025 11:09";"Moyenne";"centre-appel@ladom.fr";"";
"19 363";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:07";"02-01-2025 11:07";"Moyenne";"centre-appel@ladom.fr";"";
"19 362";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:06";"02-01-2025 11:06";"Moyenne";"centre-appel@ladom.fr";"";
"19 361";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 11:01";"02-01-2025 11:01";"Moyenne";"centre-appel@ladom.fr";"";
"19 360";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:56";"02-01-2025 10:56";"Moyenne";"centre-appel@ladom.fr";"";
"19 359";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:53";"02-01-2025 10:53";"Moyenne";"centre-appel@ladom.fr";"";
"19 358";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:47";"02-01-2025 10:47";"Moyenne";"centre-appel@ladom.fr";"";
"19 357";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:47";"02-01-2025 10:47";"Moyenne";"centre-appel@ladom.fr";"";
"19 356";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"02-01-2025 10:46";"02-01-2025 10:46";"Moyenne";"centre-appel@ladom.fr";"";
"19 355";"[Saint-Pierre] - Passeport Mobilité Formation Professionnelle (PMFP)";"Root entity";"Suivi de dossier";"Clos";"02-01-2025 10:37";"02-01-2025 10:37";"Moyenne";"centre-appel@ladom.fr";"";
"19 354";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:37";"02-01-2025 10:37";"Moyenne";"centre-appel@ladom.fr";"";
"19 353";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:36";"02-01-2025 10:36";"Moyenne";"centre-appel@ladom.fr";"";
"19 352";"[Saint-Denis] - Passeport Mobilité Formation Professionnelle (PMFP)";"Root entity";"Suivi de dossier";"Clos";"02-01-2025 10:35";"02-01-2025 10:35";"Moyenne";"centre-appel@ladom.fr";"";
"19 351";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:28";"02-01-2025 10:28";"Moyenne";"centre-appel@ladom.fr";"";
"19 350";"[Saint-Pierre] - Passeport Mobilité Formation Professionnelle (PMFP)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:26";"02-01-2025 10:26";"Moyenne";"centre-appel@ladom.fr";"";
"19 349";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:24";"02-01-2025 10:24";"Moyenne";"centre-appel@ladom.fr";"";
"19 348";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:21";"02-01-2025 10:21";"Moyenne";"centre-appel@ladom.fr";"";
"19 347";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:21";"02-01-2025 10:21";"Moyenne";"centre-appel@ladom.fr";"";
"19 346";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:18";"02-01-2025 10:18";"Moyenne";"centre-appel@ladom.fr";"";
"19 345";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:17";"02-01-2025 10:17";"Moyenne";"centre-appel@ladom.fr";"";
"19 344";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:16";"02-01-2025 10:16";"Moyenne";"centre-appel@ladom.fr";"";
"19 343";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:15";"02-01-2025 10:15";"Moyenne";"centre-appel@ladom.fr";"";
"19 342";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:15";"02-01-2025 10:15";"Moyenne";"centre-appel@ladom.fr";"";
"19 341";"[Saint-Denis] - Passeport Mobilité Formation Professionnelle (PMFP)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:14";"02-01-2025 10:14";"Moyenne";"centre-appel@ladom.fr";"";
"19 340";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:11";"02-01-2025 10:11";"Moyenne";"centre-appel@ladom.fr";"";
"19 339";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:09";"02-01-2025 10:09";"Moyenne";"centre-appel@ladom.fr";"";
"19 338";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 10:05";"02-01-2025 10:05";"Moyenne";"centre-appel@ladom.fr";"";
"19 337";"[Saint-Pierre] - Passeport Mobilité Formation Professionnelle (PMFP)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 09:03";"02-01-2025 09:03";"Moyenne";"centre-appel@ladom.fr";"";
"19 336";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:58";"02-01-2025 08:58";"Moyenne";"centre-appel@ladom.fr";"";
"19 335";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:55";"02-01-2025 08:55";"Moyenne";"centre-appel@ladom.fr";"";
"19 334";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:52";"02-01-2025 08:52";"Moyenne";"centre-appel@ladom.fr";"";
"19 333";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:52";"02-01-2025 08:52";"Moyenne";"centre-appel@ladom.fr";"";
"19 332";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:49";"02-01-2025 08:49";"Moyenne";"centre-appel@ladom.fr";"";
"19 331";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:46";"02-01-2025 08:46";"Moyenne";"centre-appel@ladom.fr";"";
"19 330";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:45";"02-01-2025 08:45";"Moyenne";"centre-appel@ladom.fr";"";
"19 329";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:41";"02-01-2025 08:41";"Moyenne";"centre-appel@ladom.fr";"";
"19 328";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:39";"02-01-2025 08:39";"Moyenne";"centre-appel@ladom.fr";"";
"19 327";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"02-01-2025 08:37";"02-01-2025 08:37";"Moyenne";"centre-appel@ladom.fr";"";
"19 326";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:36";"02-01-2025 08:36";"Moyenne";"centre-appel@ladom.fr";"";
"19 325";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:36";"02-01-2025 08:36";"Moyenne";"centre-appel@ladom.fr";"";
"19 324";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:34";"02-01-2025 08:34";"Moyenne";"centre-appel@ladom.fr";"";
"19 323";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:33";"02-01-2025 08:33";"Moyenne";"centre-appel@ladom.fr";"";
"19 322";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:32";"02-01-2025 08:32";"Moyenne";"centre-appel@ladom.fr";"";
"19 321";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:32";"02-01-2025 08:32";"Moyenne";"centre-appel@ladom.fr";"";
"19 320";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:30";"02-01-2025 08:30";"Moyenne";"centre-appel@ladom.fr";"";
"19 319";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:30";"02-01-2025 08:30";"Moyenne";"centre-appel@ladom.fr";"";
"19 318";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:29";"02-01-2025 08:29";"Moyenne";"centre-appel@ladom.fr";"";
"19 317";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:27";"02-01-2025 08:27";"Moyenne";"centre-appel@ladom.fr";"";
"19 316";"[Saint-Denis] - Passeport Mobilité Etudes (PME)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:27";"02-01-2025 08:27";"Moyenne";"centre-appel@ladom.fr";"";
"19 315";"[Saint-Denis] - Passeport Mobilité Formation Professionnelle (PMFP)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:26";"02-01-2025 08:26";"Moyenne";"centre-appel@ladom.fr";"";
"19 314";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:25";"02-01-2025 08:25";"Moyenne";"centre-appel@ladom.fr";"";
"19 313";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:23";"02-01-2025 08:23";"Moyenne";"centre-appel@ladom.fr";"";
"19 312";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"02-01-2025 08:22";"02-01-2025 08:22";"Moyenne";"centre-appel@ladom.fr";"";
"19 311";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT), Passeport Mobilité Etudes (PME)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:22";"02-01-2025 08:22";"Moyenne";"centre-appel@ladom.fr";"";
"19 310";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:21";"02-01-2025 08:21";"Moyenne";"centre-appel@ladom.fr";"";
"19 309";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:19";"02-01-2025 08:19";"Moyenne";"centre-appel@ladom.fr";"";
"19 308";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:18";"02-01-2025 08:18";"Moyenne";"centre-appel@ladom.fr";"";
"19 307";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:15";"02-01-2025 08:15";"Moyenne";"centre-appel@ladom.fr";"";
"19 306";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:15";"02-01-2025 08:15";"Moyenne";"centre-appel@ladom.fr";"";
"19 305";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:15";"02-01-2025 08:15";"Moyenne";"centre-appel@ladom.fr";"";
"19 304";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:12";"02-01-2025 08:12";"Moyenne";"centre-appel@ladom.fr";"";
"19 303";"[Saint-Pierre] - Funéraire Aide Obsèque (FAO)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:11";"02-01-2025 08:11";"Moyenne";"centre-appel@ladom.fr";"";
"19 302";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:06";"02-01-2025 08:06";"Moyenne";"centre-appel@ladom.fr";"";
"19 301";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:05";"02-01-2025 08:05";"Moyenne";"centre-appel@ladom.fr";"";
"19 300";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:03";"02-01-2025 08:03";"Moyenne";"centre-appel@ladom.fr";"";
"19 299";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 08:02";"02-01-2025 08:02";"Moyenne";"centre-appel@ladom.fr";"";
"19 298";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 07:57";"02-01-2025 07:57";"Moyenne";"centre-appel@ladom.fr";"";
"19 297";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 07:56";"02-01-2025 07:56";"Moyenne";"centre-appel@ladom.fr";"";
"19 296";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 07:50";"02-01-2025 07:50";"Moyenne";"centre-appel@ladom.fr";"";
"19 295";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 07:50";"02-01-2025 07:50";"Moyenne";"centre-appel@ladom.fr";"";
"19 294";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 07:49";"02-01-2025 07:49";"Moyenne";"centre-appel@ladom.fr";"";
"19 293";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Suivi de dossier";"Clos";"02-01-2025 07:43";"02-01-2025 07:43";"Moyenne";"centre-appel@ladom.fr";"";
"19 292";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 07:42";"02-01-2025 07:42";"Moyenne";"centre-appel@ladom.fr";"";
"19 291";"[Saint-Denis] - Prise de Poste (PDP)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 07:40";"02-01-2025 07:40";"Moyenne";"centre-appel@ladom.fr";"";
"19 290";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 07:40";"02-01-2025 07:40";"Moyenne";"centre-appel@ladom.fr";"";
"19 289";"[Saint-Denis] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 07:40";"02-01-2025 07:40";"Moyenne";"centre-appel@ladom.fr";"";
"19 288";"[Saint-Pierre] - Aide au voyage ''Grand Public'' (ACT)";"Root entity";"Besoin général d'informations";"Clos";"02-01-2025 07:39";"02-01-2025 07:39";"Moyenne";"centre-appel@ladom.fr";"";
